student_id,scholarship_id,feedback_type,weight,timestamp
STU_000017,SCH_000469,reject,-1.0,2024-01-08T01:00:00Z
STU_000017,SCH_000764,view,1.0,2024-07-02T17:00:00Z
STU_000017,SCH_000203,click,2.0,2024-03-05T21:00:00Z
STU_000017,SCH_000754,click,2.0,2024-09-08T20:00:00Z
STU_000017,SCH_000469,reject,-1.0,2024-01-26T17:00:00Z
STU_000017,SCH_000203,click,2.0,2024-10-09T17:00:00Z
STU_000017,SCH_000222,apply,3.0,2024-10-03T06:00:00Z
STU_000017,SCH_000237,view,1.0,2024-11-30T14:00:00Z
STU_000018,SCH_000668,click,2.0,2024-02-09T18:00:00Z
STU_000018,SCH_000432,reject,-1.0,2024-11-02T07:00:00Z
STU_000018,SCH_000248,view,1.0,2024-03-25T11:00:00Z
STU_000018,SCH_000106,click,2.0,2024-05-24T02:00:00Z
STU_000018,SCH_000370,reject,-1.0,2024-04-19T19:00:00Z
STU_000018,SCH_000432,click,2.0,2024-07-25T15:00:00Z
STU_000018,SCH_000315,click,2.0,2024-10-13T05:00:00Z
STU_000018,SCH_000432,apply,3.0,2024-06-14T16:00:00Z
STU_000018,SCH_000033,reject,-1.0,2024-12-07T13:00:00Z
STU_000018,SCH_000106,reject,-1.0,2024-09-15T00:00:00Z
STU_000018,SCH_000347,view,1.0,2024-01-21T19:00:00Z
STU_000018,SCH_000033,click,2.0,2024-12-01T22:00:00Z
STU_000019,SCH_000707,click,2.0,2024-05-20T03:00:00Z
STU_000020,SCH_000187,view,1.0,2024-10-16T04:00:00Z
STU_000020,SCH_000276,view,1.0,2024-10-18T10:00:00Z
STU_000020,SCH_000343,apply,3.0,2024-05-19T01:00:00Z
STU_000020,SCH_000135,view,1.0,2024-08-30T14:00:00Z
STU_000020,SCH_000276,reject,-1.0,2024-06-03T10:00:00Z
STU_000020,SCH_000687,reject,-1.0,2024-05-16T13:00:00Z
STU_000020,SCH_000276,click,2.0,2024-08-01T01:00:00Z
STU_000020,SCH_000100,view,1.0,2024-01-18T16:00:00Z
STU_000020,SCH_000187,click,2.0,2024-06-15T00:00:00Z
STU_000020,SCH_000135,view,1.0,2024-11-04T09:00:00Z
STU_000020,SCH_000288,click,2.0,2024-02-17T08:00:00Z
STU_000021,SCH_000487,view,1.0,2024-12-13T18:00:00Z
STU_000021,SCH_000072,apply,3.0,2024-04-11T17:00:00Z
STU_000021,SCH_000777,click,2.0,2024-09-24T03:00:00Z
STU_000021,SCH_000777,apply,3.0,2024-01-26T02:00:00Z
STU_000021,SCH_000532,reject,-1.0,2024-11-19T16:00:00Z
STU_000021,SCH_000407,reject,-1.0,2024-05-06T03:00:00Z
STU_000021,SCH_000655,reject,-1.0,2024-06-28T09:00:00Z
STU_000021,SCH_000265,apply,3.0,2024-03-27T22:00:00Z
STU_000021,SCH_000174,view,1.0,2024-03-06T06:00:00Z
STU_000021,SCH_000532,reject,-1.0,2024-11-04T22:00:00Z
STU_000022,SCH_000345,reject,-1.0,2024-04-04T17:00:00Z
STU_000022,SCH_000345,view,1.0,2024-04-22T12:00:00Z
STU_000022,SCH_000345,click,2.0,2024-10-09T08:00:00Z
STU_000022,SCH_000345,click,2.0,2024-05-08T13:00:00Z
STU_000022,SCH_000797,click,2.0,2024-02-25T19:00:00Z
STU_000022,SCH_000797,view,1.0,2024-11-21T01:00:00Z
STU_000022,SCH_000018,apply,3.0,2024-01-24T00:00:00Z
STU_000022,SCH_000424,click,2.0,2024-10-14T12:00:00Z
STU_000022,SCH_000599,reject,-1.0,2024-11-13T02:00:00Z
STU_000022,SCH_000573,view,1.0,2024-11-27T21:00:00Z
STU_000022,SCH_000424,view,1.0,2024-03-07T07:00:00Z
STU_000022,SCH_000797,view,1.0,2024-06-06T19:00:00Z
STU_000022,SCH_000207,reject,-1.0,2024-05-04T11:00:00Z
STU_000023,SCH_000394,view,1.0,2024-02-19T13:00:00Z
STU_000023,SCH_000276,reject,-1.0,2024-10-29T00:00:00Z
STU_000023,SCH_000000,reject,-1.0,2024-02-10T14:00:00Z
STU_000023,SCH_000667,reject,-1.0,2024-06-28T09:00:00Z
STU_000023,SCH_000495,view,1.0,2024-12-23T12:00:00Z
STU_000023,SCH_000728,reject,-1.0,2024-01-04T01:00:00Z
STU_000023,SCH_000394,view,1.0,2024-06-11T19:00:00Z
STU_000023,SCH_000491,apply,3.0,2024-07-11T05:00:00Z
STU_000023,SCH_000491,view,1.0,2024-12-14T11:00:00Z
STU_000023,SCH_000299,reject,-1.0,2024-06-13T05:00:00Z
STU_000023,SCH_000573,view,1.0,2024-08-29T02:00:00Z
STU_000023,SCH_000434,click,2.0,2024-11-02T13:00:00Z
STU_000023,SCH_000491,click,2.0,2024-03-06T11:00:00Z
STU_000023,SCH_000739,click,2.0,2024-09-08T01:00:00Z
STU_000024,SCH_000525,apply,3.0,2024-08-10T10:00:00Z
STU_000024,SCH_000376,reject,-1.0,2024-03-29T17:00:00Z
STU_000024,SCH_000280,view,1.0,2024-03-21T00:00:00Z
STU_000024,SCH_000228,view,1.0,2024-10-07T01:00:00Z
STU_000024,SCH_000491,click,2.0,2024-10-20T00:00:00Z
STU_000024,SCH_000491,apply,3.0,2024-08-03T01:00:00Z
STU_000024,SCH_000228,view,1.0,2024-11-16T01:00:00Z
STU_000024,SCH_000525,click,2.0,2024-03-07T18:00:00Z
STU_000025,SCH_000711,view,1.0,2024-02-23T18:00:00Z
STU_000025,SCH_000281,reject,-1.0,2024-09-28T00:00:00Z
STU_000025,SCH_000515,click,2.0,2024-02-27T20:00:00Z
STU_000025,SCH_000252,apply,3.0,2024-12-13T19:00:00Z
STU_000025,SCH_000078,view,1.0,2024-07-05T19:00:00Z
STU_000025,SCH_000139,click,2.0,2024-11-29T03:00:00Z
STU_000025,SCH_000739,view,1.0,2024-02-11T08:00:00Z
STU_000025,SCH_000293,click,2.0,2024-09-29T19:00:00Z
STU_000025,SCH_000204,reject,-1.0,2024-11-30T11:00:00Z
STU_000025,SCH_000668,view,1.0,2024-11-29T03:00:00Z
STU_000025,SCH_000557,view,1.0,2024-09-18T18:00:00Z
STU_000025,SCH_000347,view,1.0,2024-02-13T15:00:00Z
STU_000025,SCH_000710,reject,-1.0,2024-05-06T16:00:00Z
STU_000026,SCH_000428,reject,-1.0,2024-12-19T19:00:00Z
STU_000026,SCH_000496,click,2.0,2024-08-06T08:00:00Z
STU_000026,SCH_000434,reject,-1.0,2024-08-13T10:00:00Z
STU_000026,SCH_000794,apply,3.0,2024-04-11T06:00:00Z
STU_000026,SCH_000574,reject,-1.0,2024-02-17T17:00:00Z
STU_000026,SCH_000013,view,1.0,2024-08-01T19:00:00Z
STU_000026,SCH_000367,apply,3.0,2024-01-22T12:00:00Z
STU_000026,SCH_000428,click,2.0,2024-08-23T09:00:00Z
STU_000026,SCH_000276,apply,3.0,2024-03-28T00:00:00Z
STU_000026,SCH_000548,view,1.0,2024-04-04T18:00:00Z
STU_000026,SCH_000112,apply,3.0,2024-04-22T03:00:00Z
STU_000026,SCH_000431,view,1.0,2024-08-15T14:00:00Z
STU_000026,SCH_000422,click,2.0,2024-05-28T05:00:00Z
STU_000026,SCH_000428,apply,3.0,2024-11-19T09:00:00Z
STU_000027,SCH_000211,reject,-1.0,2024-05-16T17:00:00Z
STU_000027,SCH_000702,reject,-1.0,2024-03-27T17:00:00Z
STU_000027,SCH_000164,click,2.0,2024-08-25T21:00:00Z
STU_000027,SCH_000543,reject,-1.0,2024-07-06T07:00:00Z
STU_000027,SCH_000496,view,1.0,2024-08-12T09:00:00Z
STU_000027,SCH_000060,click,2.0,2024-10-05T22:00:00Z
STU_000027,SCH_000758,apply,3.0,2024-08-30T02:00:00Z
STU_000027,SCH_000155,reject,-1.0,2024-06-10T21:00:00Z
STU_000027,SCH_000434,reject,-1.0,2024-06-07T02:00:00Z
STU_000027,SCH_000584,reject,-1.0,2024-04-22T21:00:00Z
STU_000027,SCH_000508,reject,-1.0,2024-06-19T13:00:00Z
STU_000028,SCH_000350,reject,-1.0,2024-08-20T03:00:00Z
STU_000028,SCH_000604,reject,-1.0,2024-04-01T00:00:00Z
STU_000028,SCH_000788,view,1.0,2024-06-17T21:00:00Z
STU_000028,SCH_000643,click,2.0,2024-10-29T20:00:00Z
STU_000028,SCH_000603,reject,-1.0,2024-10-15T12:00:00Z
STU_000028,SCH_000198,view,1.0,2024-09-18T14:00:00Z
STU_000028,SCH_000797,apply,3.0,2024-10-13T10:00:00Z
STU_000028,SCH_000443,click,2.0,2024-08-21T15:00:00Z
STU_000028,SCH_000528,click,2.0,2024-03-29T03:00:00Z
STU_000028,SCH_000535,reject,-1.0,2024-04-20T20:00:00Z
STU_000028,SCH_000207,apply,3.0,2024-01-22T12:00:00Z
STU_000028,SCH_000247,view,1.0,2024-05-11T01:00:00Z
STU_000028,SCH_000022,click,2.0,2024-04-10T16:00:00Z
STU_000029,SCH_000139,click,2.0,2024-08-17T15:00:00Z
STU_000029,SCH_000393,reject,-1.0,2024-11-14T00:00:00Z
STU_000029,SCH_000203,apply,3.0,2024-05-23T15:00:00Z
STU_000029,SCH_000751,reject,-1.0,2024-10-11T11:00:00Z
STU_000029,SCH_000155,view,1.0,2024-08-29T19:00:00Z
STU_000029,SCH_000026,apply,3.0,2024-03-21T11:00:00Z
STU_000029,SCH_000243,click,2.0,2024-03-02T22:00:00Z
STU_000029,SCH_000238,apply,3.0,2024-08-21T08:00:00Z
STU_000029,SCH_000167,view,1.0,2024-08-02T11:00:00Z
STU_000029,SCH_000119,apply,3.0,2024-03-17T11:00:00Z
STU_000029,SCH_000098,click,2.0,2024-10-23T18:00:00Z
STU_000030,SCH_000139,apply,3.0,2024-10-02T01:00:00Z
STU_000030,SCH_000617,reject,-1.0,2024-01-03T07:00:00Z
STU_000030,SCH_000059,click,2.0,2024-10-20T14:00:00Z
STU_000030,SCH_000365,view,1.0,2024-03-03T13:00:00Z
STU_000030,SCH_000604,apply,3.0,2024-02-12T04:00:00Z
STU_000031,SCH_000106,click,2.0,2024-04-29T16:00:00Z
STU_000031,SCH_000139,click,2.0,2024-08-03T01:00:00Z
STU_000032,SCH_000560,apply,3.0,2024-10-21T07:00:00Z
STU_000032,SCH_000029,view,1.0,2024-06-20T08:00:00Z
STU_000032,SCH_000029,click,2.0,2024-03-11T12:00:00Z
STU_000033,SCH_000762,reject,-1.0,2024-08-24T17:00:00Z
STU_000034,SCH_000292,click,2.0,2024-09-13T10:00:00Z
STU_000035,SCH_000564,click,2.0,2024-05-03T09:00:00Z
STU_000035,SCH_000624,reject,-1.0,2024-06-01T20:00:00Z
STU_000035,SCH_000736,click,2.0,2024-03-05T14:00:00Z
STU_000035,SCH_000736,view,1.0,2024-07-19T01:00:00Z
STU_000035,SCH_000483,click,2.0,2024-05-12T17:00:00Z
STU_000035,SCH_000615,view,1.0,2024-12-07T19:00:00Z
STU_000035,SCH_000542,apply,3.0,2024-01-07T05:00:00Z
STU_000036,SCH_000226,click,2.0,2024-06-07T12:00:00Z
STU_000036,SCH_000226,reject,-1.0,2024-04-30T03:00:00Z
STU_000036,SCH_000432,click,2.0,2024-08-31T03:00:00Z
STU_000036,SCH_000292,click,2.0,2024-07-30T01:00:00Z
STU_000036,SCH_000682,click,2.0,2024-04-22T00:00:00Z
STU_000036,SCH_000722,apply,3.0,2024-04-09T06:00:00Z
STU_000036,SCH_000637,apply,3.0,2024-02-05T17:00:00Z
STU_000037,SCH_000711,view,1.0,2024-02-08T12:00:00Z
STU_000038,SCH_000074,view,1.0,2024-03-12T01:00:00Z
STU_000038,SCH_000544,view,1.0,2024-08-13T10:00:00Z
STU_000038,SCH_000345,view,1.0,2024-07-15T19:00:00Z
STU_000038,SCH_000345,apply,3.0,2024-11-01T05:00:00Z
STU_000038,SCH_000137,click,2.0,2024-02-01T01:00:00Z
STU_000038,SCH_000794,click,2.0,2024-04-15T15:00:00Z
STU_000038,SCH_000074,click,2.0,2024-10-08T21:00:00Z
STU_000038,SCH_000297,click,2.0,2024-08-08T13:00:00Z
STU_000038,SCH_000510,click,2.0,2024-02-25T16:00:00Z
STU_000038,SCH_000378,view,1.0,2024-09-19T07:00:00Z
STU_000038,SCH_000721,view,1.0,2024-11-21T22:00:00Z
STU_000038,SCH_000510,reject,-1.0,2024-06-15T19:00:00Z
STU_000039,SCH_000161,apply,3.0,2024-04-13T19:00:00Z
STU_000040,SCH_000786,view,1.0,2024-03-12T01:00:00Z
STU_000040,SCH_000722,view,1.0,2024-10-28T08:00:00Z
STU_000040,SCH_000237,reject,-1.0,2024-06-26T18:00:00Z
STU_000040,SCH_000360,reject,-1.0,2024-07-20T17:00:00Z
STU_000040,SCH_000237,view,1.0,2024-10-03T15:00:00Z
STU_000040,SCH_000505,reject,-1.0,2024-10-30T12:00:00Z
STU_000040,SCH_000244,reject,-1.0,2024-02-05T11:00:00Z
STU_000041,SCH_000499,click,2.0,2024-01-04T03:00:00Z
STU_000041,SCH_000499,click,2.0,2024-01-01T15:00:00Z
STU_000041,SCH_000483,reject,-1.0,2024-11-14T01:00:00Z
STU_000042,SCH_000033,apply,3.0,2024-12-29T04:00:00Z
STU_000042,SCH_000669,view,1.0,2024-09-24T10:00:00Z
STU_000042,SCH_000015,reject,-1.0,2024-05-21T13:00:00Z
STU_000042,SCH_000636,reject,-1.0,2024-03-30T00:00:00Z
STU_000043,SCH_000759,view,1.0,2024-04-03T17:00:00Z
STU_000043,SCH_000000,click,2.0,2024-07-08T19:00:00Z
STU_000043,SCH_000759,view,1.0,2024-07-03T01:00:00Z
STU_000043,SCH_000327,view,1.0,2024-01-14T11:00:00Z
STU_000044,SCH_000016,view,1.0,2024-05-05T05:00:00Z
STU_000044,SCH_000054,click,2.0,2024-11-16T20:00:00Z
STU_000045,SCH_000146,reject,-1.0,2024-08-11T12:00:00Z
STU_000045,SCH_000600,view,1.0,2024-06-10T19:00:00Z
STU_000045,SCH_000563,view,1.0,2024-02-29T03:00:00Z
STU_000045,SCH_000192,reject,-1.0,2024-03-29T21:00:00Z
STU_000045,SCH_000563,click,2.0,2024-03-27T17:00:00Z
STU_000045,SCH_000100,reject,-1.0,2024-04-27T16:00:00Z
STU_000045,SCH_000705,view,1.0,2024-02-18T15:00:00Z
STU_000045,SCH_000703,view,1.0,2024-01-27T17:00:00Z
STU_000045,SCH_000563,view,1.0,2024-04-16T05:00:00Z
STU_000046,SCH_000771,click,2.0,2024-11-05T10:00:00Z
STU_000046,SCH_000050,view,1.0,2024-08-03T22:00:00Z
STU_000046,SCH_000120,click,2.0,2024-01-08T01:00:00Z
STU_000046,SCH_000187,click,2.0,2024-03-11T13:00:00Z
STU_000046,SCH_000050,click,2.0,2024-09-18T09:00:00Z
STU_000046,SCH_000050,view,1.0,2024-11-04T15:00:00Z
STU_000046,SCH_000764,click,2.0,2024-07-07T04:00:00Z
STU_000046,SCH_000764,click,2.0,2024-08-14T10:00:00Z
STU_000046,SCH_000162,reject,-1.0,2024-05-07T14:00:00Z
STU_000046,SCH_000050,click,2.0,2024-10-05T22:00:00Z
STU_000046,SCH_000318,reject,-1.0,2024-08-14T12:00:00Z
STU_000047,SCH_000136,click,2.0,2024-04-17T14:00:00Z
STU_000047,SCH_000136,reject,-1.0,2024-09-23T17:00:00Z
STU_000047,SCH_000536,reject,-1.0,2024-06-28T22:00:00Z
STU_000047,SCH_000136,apply,3.0,2024-09-19T03:00:00Z
STU_000047,SCH_000738,view,1.0,2024-04-03T13:00:00Z
STU_000047,SCH_000207,view,1.0,2024-05-11T11:00:00Z
STU_000047,SCH_000161,reject,-1.0,2024-06-27T03:00:00Z
STU_000047,SCH_000136,view,1.0,2024-07-17T00:00:00Z
STU_000047,SCH_000555,view,1.0,2024-12-28T04:00:00Z
STU_000047,SCH_000733,reject,-1.0,2024-09-17T18:00:00Z
STU_000047,SCH_000744,reject,-1.0,2024-07-11T15:00:00Z
STU_000047,SCH_000549,view,1.0,2024-02-05T08:00:00Z
STU_000048,SCH_000194,apply,3.0,2024-04-11T19:00:00Z
STU_000048,SCH_000185,reject,-1.0,2024-08-19T11:00:00Z
STU_000048,SCH_000102,reject,-1.0,2024-04-28T19:00:00Z
STU_000048,SCH_000498,reject,-1.0,2024-10-27T07:00:00Z
STU_000048,SCH_000078,reject,-1.0,2024-01-05T22:00:00Z
STU_000048,SCH_000078,view,1.0,2024-10-01T10:00:00Z
STU_000048,SCH_000622,apply,3.0,2024-12-03T13:00:00Z
STU_000049,SCH_000613,reject,-1.0,2024-12-18T08:00:00Z
STU_000049,SCH_000443,reject,-1.0,2024-05-11T21:00:00Z
STU_000049,SCH_000230,click,2.0,2024-05-26T04:00:00Z
STU_000049,SCH_000230,reject,-1.0,2024-10-01T21:00:00Z
STU_000049,SCH_000385,click,2.0,2024-06-15T22:00:00Z
STU_000049,SCH_000385,apply,3.0,2024-02-09T17:00:00Z
STU_000049,SCH_000230,reject,-1.0,2024-07-20T02:00:00Z
STU_000049,SCH_000480,view,1.0,2024-04-04T12:00:00Z
STU_000049,SCH_000455,apply,3.0,2024-09-20T16:00:00Z
STU_000049,SCH_000190,click,2.0,2024-10-10T07:00:00Z
STU_000050,SCH_000407,view,1.0,2024-02-10T02:00:00Z
STU_000050,SCH_000716,apply,3.0,2024-01-22T14:00:00Z
STU_000050,SCH_000708,apply,3.0,2024-05-16T15:00:00Z
STU_000050,SCH_000588,view,1.0,2024-07-24T13:00:00Z
STU_000050,SCH_000760,reject,-1.0,2024-09-21T10:00:00Z
STU_000050,SCH_000345,view,1.0,2024-03-17T16:00:00Z
STU_000050,SCH_000611,apply,3.0,2024-08-30T19:00:00Z
STU_000050,SCH_000656,reject,-1.0,2024-12-25T06:00:00Z
STU_000051,SCH_000517,apply,3.0,2024-08-09T10:00:00Z
STU_000051,SCH_000517,view,1.0,2024-07-08T22:00:00Z
STU_000051,SCH_000799,apply,3.0,2024-04-01T09:00:00Z
STU_000051,SCH_000283,view,1.0,2024-06-21T02:00:00Z
STU_000051,SCH_000283,click,2.0,2024-09-16T20:00:00Z
STU_000051,SCH_000624,click,2.0,2024-01-11T21:00:00Z
STU_000051,SCH_000624,view,1.0,2024-01-13T21:00:00Z
STU_000051,SCH_000351,reject,-1.0,2024-12-14T06:00:00Z
STU_000051,SCH_000282,reject,-1.0,2024-04-19T04:00:00Z
STU_000051,SCH_000775,apply,3.0,2024-03-20T22:00:00Z
STU_000051,SCH_000799,click,2.0,2024-10-30T14:00:00Z
STU_000052,SCH_000433,reject,-1.0,2024-10-22T12:00:00Z
STU_000052,SCH_000060,view,1.0,2024-02-18T00:00:00Z
STU_000052,SCH_000625,click,2.0,2024-01-17T17:00:00Z
STU_000052,SCH_000626,view,1.0,2024-03-20T10:00:00Z
STU_000052,SCH_000641,apply,3.0,2024-09-27T13:00:00Z
STU_000052,SCH_000354,view,1.0,2024-06-27T18:00:00Z
