student_id,nationality,age,current_degree_level,target_degree_level,high_school_track,school_name,overall_report_card_average,math_score,english_score,major_subject_average,language_proficiency,olympiad_level,olympiad_subjects,leadership_experience_count,volunteer_experience_count,competition_wins_count,school_tier,family_income_category,from_underrepresented_region,intended_career_track,willing_to_return_home,target_countries,personal_statement,achievements_narrative,future_goals,needs_full_funding,can_self_fund_living
STU_000020,france,17,high_school,bachelors,religion,General High School,96.8,84.4,90.2,94.0,[],national,"[""computer_science"", ""economics""]",0,2,1,accredited_c,middle,False,academic,True,"[""germany""]",I am passionate about engineering and aspire to make a significant contribution to quantum computing.,Achieved city level in biology olympiad.. Achieved city level in linguistics olympiad..,My long-term goal is to become a leader in engineering and drive innovation in Asia.,True,False
STU_000021,singapore,17,high_school,bachelors,vocational,Raffles Institution,69.0,95.4,75.5,70.8,"[{""test_type"": ""ielts"", ""score"": 6.2, ""valid_until"": ""2026-10-01""}]",none,[],1,1,1,accredited_c,high,True,academic,True,"[""egypt""]",My journey in education began during high school where I discovered my love for cybersecurity.,Led a team of 11 in a business_studies project.. Led a team of 3 in a history project.. Served as vice president in student council..,My long-term goal is to become a leader in education and drive innovation in Asia.,False,True
STU_000022,sweden,16,high_school,bachelors,languages,General High School,93.0,61.2,97.8,55.5,"[{""test_type"": ""jlpt"", ""score"": 80, ""valid_until"": ""2026-11-01""}]",city,"[""computer_science"", ""chemistry""]",0,6,2,accredited_c,high,False,entrepreneurship,True,"[""uk"", ""sweden""]",I am passionate about law and aspire to make a significant contribution to public health policy.,Volunteered 171 hours for community service.. Led a team of 14 in a linguistics project..,I want to bridge the gap between law and public health policy through research and practice.,False,True
STU_000023,france,17,high_school,bachelors,languages,General High School,66.4,82.3,63.3,65.3,"[{""test_type"": ""ielts"", ""score"": 5.6, ""valid_until"": ""2026-09-01""}]",none,[],3,8,0,excellence,high,True,public_service,True,"[""usa""]","Growing up in france, I witnessed firsthand the challenges in cybersecurity and want to address them.",Led a team of 3 in a computer_science project.. Led a team of 3 in a linguistics project..,"After completing my studies, I plan to return home and contribute to cybersecurity in my community.",False,True
STU_000024,sweden,16,high_school,bachelors,vocational,General High School,88.5,69.6,89.7,80.6,[],city,"[""economics""]",2,1,4,private_a,low,False,government,False,"[""usa""]","Growing up in sweden, I witnessed firsthand the challenges in public health policy and want to address them.",Won science competition at the provincial level.. Led a team of 3 in a english_language project..,I aspire to establish a program focused on public health policy that benefits underrepresented communities.,False,True
STU_000025,malaysia,17,high_school,bachelors,science,Sekolah Menengah Kebangsaan Kuala Lumpur,67.8,62.6,56.5,64.3,"[{""test_type"": ""ielts"", ""score"": 7.4, ""valid_until"": ""2026-10-01""}]",none,[],4,3,0,unaccredited,middle,False,entrepreneurship,True,"[""switzerland"", ""uk"", ""france""]","Growing up in malaysia, I witnessed firsthand the challenges in renewable energy systems and want to address them.",Volunteered 161 hours for community service..,"After completing my studies, I plan to return home and contribute to renewable energy systems in my community.",True,False
STU_000026,vietnam,17,high_school,bachelors,social_studies,Lý Tự Trọng High School,90.6,95.2,77.0,99.1,"[{""test_type"": ""hsk"", ""score"": 40, ""valid_until"": ""2026-04-01""}]",none,[],3,6,0,public_a,middle,False,entrepreneurship,True,"[""south_korea"", ""new_zealand""]","As a dedicated student of social_studies, I have been actively involved in innovation.",Served as president in student council..,I want to bridge the gap between arts_humanities and genomic research through research and practice.,True,False
STU_000027,morocco,16,high_school,bachelors,social_studies,General High School,82.0,67.1,72.2,75.7,[],none,[],3,6,1,public_a,middle,True,ngo_npo,True,"[""kenya"", ""switzerland""]","As a dedicated student of social_studies, I have been actively involved in innovation.",Won debate competition at the provincial level..,I want to bridge the gap between business and renewable energy systems through research and practice.,True,False
STU_000028,sweden,17,high_school,bachelors,science,General High School,64.6,73.0,52.4,71.4,"[{""test_type"": ""ielts"", ""score"": 7.1, ""valid_until"": ""2026-06-01""}]",national,"[""chemistry""]",1,1,1,public_a,low,False,public_service,True,"[""india"", ""uk"", ""philippines""]","Growing up in sweden, I witnessed firsthand the challenges in cybersecurity and want to address them.",Achieved school level in computer_science olympiad..,I want to bridge the gap between economics and cybersecurity through research and practice.,True,False
STU_000029,indonesia,16,high_school,bachelors,science,SMA Muhammadiyah 1 Bandung,95.1,61.8,85.6,78.9,[],city,"[""informatics"", ""business_studies""]",1,4,0,unknown,high,False,government,True,"[""new_zealand"", ""singapore""]","As a dedicated student of science, I have been actively involved in research.",Volunteered 134 hours for community service.. Led a team of 11 in a history project..,I want to bridge the gap between mathematics and genomic research through research and practice.,True,False
STU_000030,sweden,16,high_school,bachelors,religion,General High School,66.9,78.2,90.4,59.0,[],national,"[""business_studies"", ""astronomy""]",0,5,1,excellence,very_low,False,academic,True,"[""netherlands""]","Growing up in sweden, I witnessed firsthand the challenges in quantum computing and want to address them.",Served as secretary in student council.. Volunteered 25 hours for community service.. Won debate competition at the provincial level..,"After completing my studies, I plan to return home and contribute to quantum computing in my community.",False,True
STU_000031,indonesia,17,high_school,bachelors,vocational,SMA Muhammadiyah 1 Bandung,81.7,67.8,99.2,82.3,"[{""test_type"": ""ielts"", ""score"": 4.5, ""valid_until"": ""2026-07-01""}]",none,[],0,0,3,excellence,middle,True,academic,True,"[""philippines"", ""morocco"", ""brazil""]","As a dedicated student of vocational, I have been actively involved in community service.",Won math competition at the national level.. Won science competition at the city level.. Led a team of 10 in a mathematics project..,I want to bridge the gap between physics and renewable energy systems through research and practice.,True,False
STU_000032,brazil,17,high_school,bachelors,vocational,General High School,95.3,77.8,74.3,67.6,"[{""test_type"": ""ielts"", ""score"": 4.8, ""valid_until"": ""2026-04-01""}]",provincial,"[""linguistics""]",3,4,1,accredited_b,low,False,entrepreneurship,True,"[""france"", ""chile""]","Growing up in brazil, I witnessed firsthand the challenges in public health policy and want to address them.",Led a team of 10 in a english_language project.. Won math competition at the national level..,I want to bridge the gap between physics and public health policy through research and practice.,True,False
STU_000033,chile,16,high_school,bachelors,science,General High School,85.9,88.0,75.7,76.2,"[{""test_type"": ""ielts"", ""score"": 5.6, ""valid_until"": ""2026-02-01""}]",school,"[""linguistics"", ""mathematics""]",3,2,4,accredited_c,middle,False,industry,False,"[""argentina""]",I am passionate about physics and aspire to make a significant contribution to human-computer interaction.,Volunteered 142 hours for community service..,I want to bridge the gap between physics and human-computer interaction through research and practice.,False,False
STU_000034,south_korea,17,high_school,bachelors,science,Seoul High School,79.9,67.9,92.6,72.7,"[{""test_type"": ""toefl"", ""score"": 105.3, ""valid_until"": ""2026-07-01""}]",city,"[""physics""]",1,5,2,accredited_b,middle,False,academic,True,"[""malaysia"", ""india"", ""germany""]","Growing up in south_korea, I witnessed firsthand the challenges in public health policy and want to address them.",Won science competition at the school level.. Won math competition at the national level.. Volunteered 116 hours for community service..,My long-term goal is to become a leader in medicine and drive innovation in Asia.,True,False
STU_000035,argentina,16,high_school,bachelors,religion,General High School,69.4,87.2,42.0,80.6,"[{""test_type"": ""ielts"", ""score"": 7.9, ""valid_until"": ""2026-04-01""}]",none,[],3,3,1,accredited_b,low,False,public_service,True,"[""south_africa"", ""china""]","Growing up in argentina, I witnessed firsthand the challenges in public health policy and want to address them.",Volunteered 88 hours for community service.. Led a team of 6 in a history project.. Achieved school level in informatics olympiad..,"After completing my studies, I plan to return home and contribute to public health policy in my community.",True,False
STU_000036,new_zealand,17,high_school,bachelors,social_studies,General High School,68.6,71.2,57.3,82.7,"[{""test_type"": ""toefl"", ""score"": 112.9, ""valid_until"": ""2026-11-01""}]",city,"[""informatics"", ""economics""]",0,2,2,accredited_c,upper_middle,False,industry,True,"[""morocco""]","As a dedicated student of social_studies, I have been actively involved in innovation.",Led a team of 5 in a english_language project.. Won debate competition at the city level..,My long-term goal is to become a leader in arts_humanities and drive innovation in Asia.,False,False
STU_000037,brazil,17,high_school,bachelors,social_studies,General High School,94.6,56.1,54.2,62.4,[],provincial,"[""linguistics"", ""economics""]",0,5,0,accredited_c,low,True,academic,False,"[""south_korea""]","As a dedicated student of social_studies, I have been actively involved in research.",Led a team of 12 in a linguistics project..,I want to bridge the gap between education and education reform through research and practice.,False,True
STU_000038,egypt,16,high_school,bachelors,religion,General High School,75.1,76.9,95.2,70.6,"[{""test_type"": ""hsk"", ""score"": 60, ""valid_until"": ""2026-11-01""}]",none,[],1,4,1,public_a,very_low,False,entrepreneurship,True,"[""kenya""]","Growing up in egypt, I witnessed firsthand the challenges in quantum computing and want to address them.",Volunteered 100 hours for community service..,I aspire to establish a program focused on quantum computing that benefits underrepresented communities.,True,False
STU_000039,switzerland,17,high_school,bachelors,science,General High School,77.4,77.9,91.6,79.1,[],provincial,"[""chemistry"", ""computer_science""]",2,3,0,accredited_b,middle,False,entrepreneurship,True,"[""australia""]","Growing up in switzerland, I witnessed firsthand the challenges in machine learning and want to address them.",Achieved provincial level in biology olympiad..,I want to bridge the gap between mathematics and machine learning through research and practice.,False,True
STU_000040,chile,17,high_school,bachelors,languages,General High School,71.2,85.7,71.7,79.1,[],city,"[""astronomy""]",2,4,1,unaccredited,middle,True,government,False,"[""philippines"", ""chile"", ""brazil""]",I am passionate about mathematics and aspire to make a significant contribution to public health policy.,Won debate competition at the city level.. Served as president in student council.. Served as president in student council..,I aspire to establish a program focused on public health policy that benefits underrepresented communities.,True,False
STU_000041,argentina,16,high_school,bachelors,social_studies,General High School,68.4,61.6,80.3,55.9,[],provincial,"[""chemistry"", ""mathematics""]",3,7,1,private_a,upper_middle,False,academic,False,"[""malaysia"", ""vietnam""]","Growing up in argentina, I witnessed firsthand the challenges in machine learning and want to address them.",Served as president in student council.. Served as secretary in student council.. Led a team of 7 in a history project..,I aspire to establish a program focused on machine learning that benefits underrepresented communities.,False,True
STU_000042,chile,17,high_school,bachelors,religion,General High School,66.9,79.2,65.3,95.2,"[{""test_type"": ""toefl"", ""score"": 105.4, ""valid_until"": ""2026-07-01""}]",city,"[""linguistics""]",2,5,3,public_a,very_low,False,academic,False,"[""kenya""]","As a dedicated student of religion, I have been actively involved in community service.",Achieved city level in computer_science olympiad.. Volunteered 59 hours for community service..,I want to bridge the gap between law and human-computer interaction through research and practice.,False,True
STU_000043,france,17,high_school,bachelors,religion,General High School,84.1,62.9,48.4,92.6,[],none,[],2,1,1,unknown,middle,False,academic,True,"[""thailand""]","As a dedicated student of religion, I have been actively involved in research.",Served as vice president in student council.. Led a team of 7 in a english_language project..,"After completing my studies, I plan to return home and contribute to cybersecurity in my community.",True,False
STU_000044,germany,17,high_school,bachelors,science,General High School,91.5,60.3,40.7,61.2,"[{""test_type"": ""toefl"", ""score"": 112.0, ""valid_until"": ""2026-05-01""}]",city,"[""biology""]",4,3,1,accredited_c,middle,False,academic,True,"[""egypt"", ""south_korea"", ""argentina""]",I am passionate about social_sciences and aspire to make a significant contribution to sustainable agriculture.,Won science competition at the provincial level.. Led a team of 13 in a chemistry project.. Volunteered 73 hours for community service..,I aspire to establish a program focused on sustainable agriculture that benefits underrepresented communities.,True,False
STU_000045,thailand,17,high_school,bachelors,vocational,Suankularb Wittayalai School,75.1,97.7,48.1,76.8,[],school,"[""geography"", ""chemistry""]",0,2,1,private_a,upper_middle,False,entrepreneurship,True,"[""malaysia"", ""vietnam""]",I am passionate about agriculture and aspire to make a significant contribution to artificial intelligence.,Volunteered 92 hours for community service..,I want to bridge the gap between agriculture and artificial intelligence through research and practice.,True,False
STU_000046,japan,16,high_school,bachelors,vocational,Bunka High School,73.4,70.6,82.3,81.9,[],school,"[""economics""]",3,3,1,accredited_c,middle,False,government,False,"[""netherlands"", ""kenya""]",My journey in business began during high school where I discovered my love for renewable energy systems.,Led a team of 9 in a mathematics project..,I aspire to establish a program focused on renewable energy systems that benefits underrepresented communities.,True,False
STU_000047,singapore,17,high_school,bachelors,social_studies,Hwa Chong Institution,80.6,93.6,83.9,91.3,[],city,"[""astronomy""]",6,1,2,accredited_b,middle,False,ngo_npo,True,"[""malaysia"", ""sweden""]","Growing up in singapore, I witnessed firsthand the challenges in financial technology and want to address them.",Volunteered 33 hours for community service.. Led a team of 7 in a business_studies project..,I want to bridge the gap between engineering and financial technology through research and practice.,True,False
STU_000048,thailand,16,high_school,bachelors,religion,Chulalongkorn Academic Division School,67.3,55.8,65.3,90.8,"[{""test_type"": ""toefl"", ""score"": 99.6, ""valid_until"": ""2026-07-01""}]",school,"[""astronomy""]",2,4,2,public_a,upper_middle,False,industry,True,"[""singapore"", ""thailand""]",My journey in engineering began during high school where I discovered my love for education reform.,Won math competition at the city level..,I aspire to establish a program focused on education reform that benefits underrepresented communities.,True,False
STU_000049,singapore,17,high_school,bachelors,vocational,Raffles Institution,76.2,93.8,65.1,75.8,[],provincial,"[""physics"", ""chemistry""]",0,7,1,unknown,middle,False,entrepreneurship,True,"[""uk"", ""nigeria"", ""egypt""]","As a dedicated student of vocational, I have been actively involved in research.",Volunteered 177 hours for community service..,I want to bridge the gap between law and quantum computing through research and practice.,False,True
STU_000050,germany,16,high_school,bachelors,vocational,General High School,72.8,76.1,83.9,55.2,[],school,"[""mathematics""]",1,2,0,public_a,upper_middle,True,academic,True,"[""canada"", ""netherlands""]",I am passionate about social_sciences and aspire to make a significant contribution to cybersecurity.,Served as president in student council.. Volunteered 140 hours for community service.. Achieved city level in mathematics olympiad..,My long-term goal is to become a leader in social_sciences and drive innovation in Europe.,True,False
STU_000051,uk,16,high_school,bachelors,vocational,General High School,96.1,89.3,45.4,73.8,"[{""test_type"": ""toefl"", ""score"": 110.3, ""valid_until"": ""2026-09-01""}]",none,[],1,4,0,private_a,middle,False,entrepreneurship,False,"[""morocco""]","Growing up in uk, I witnessed firsthand the challenges in education reform and want to address them.",Served as secretary in student council.. Won debate competition at the provincial level..,I aspire to establish a program focused on education reform that benefits underrepresented communities.,False,False
STU_000052,vietnam,16,high_school,bachelors,vocational,Lý Tự Trọng High School,62.2,98.5,93.0,96.7,"[{""test_type"": ""toefl"", ""score"": 119.6, ""valid_until"": ""2026-01-01""}]",school,"[""history"", ""geography""]",4,4,1,accredited_c,middle,False,public_service,True,"[""canada"", ""thailand""]","As a dedicated student of vocational, I have been actively involved in community service.",Led a team of 11 in a biology project.. Won math competition at the school level..,My long-term goal is to become a leader in law and drive innovation in Asia.,False,False
STU_000053,nigeria,16,high_school,bachelors,languages,General High School,63.3,70.4,62.4,66.7,"[{""test_type"": ""ielts"", ""score"": 6.2, ""valid_until"": ""2026-05-01""}]",school,"[""chemistry""]",3,4,4,public_a,upper_middle,False,industry,True,"[""malaysia""]",My journey in mathematics began during high school where I discovered my love for cybersecurity.,Volunteered 64 hours for community service..,I aspire to establish a program focused on cybersecurity that benefits underrepresented communities.,True,False
STU_000054,brazil,16,high_school,bachelors,social_studies,General High School,95.3,55.3,81.9,63.5,[],national,"[""linguistics""]",2,2,1,accredited_b,low,False,entrepreneurship,True,"[""singapore"", ""brazil""]","As a dedicated student of social_studies, I have been actively involved in research.",Served as president in student council.. Led a team of 4 in a business_studies project..,I want to bridge the gap between agriculture and climate change mitigation through research and practice.,True,False
STU_000055,canada,17,high_school,bachelors,social_studies,General High School,72.4,78.0,47.0,72.0,"[{""test_type"": ""toefl"", ""score"": 40.7, ""valid_until"": ""2026-09-01""}]",national,"[""linguistics"", ""geography""]",2,5,2,unaccredited,middle,False,government,True,"[""thailand"", ""germany""]","As a dedicated student of social_studies, I have been actively involved in research.",Led a team of 10 in a english_language project.. Volunteered 183 hours for community service..,My long-term goal is to become a leader in law and drive innovation in Asia.,True,False
STU_000056,china,16,high_school,bachelors,social_studies,Shanghai High School,64.9,87.9,41.5,56.0,"[{""test_type"": ""ielts"", ""score"": 6.2, ""valid_until"": ""2026-02-01""}]",city,"[""astronomy"", ""computer_science""]",2,6,0,public_a,low,False,academic,True,"[""morocco"", ""argentina"", ""kenya""]",I am passionate about engineering and aspire to make a significant contribution to genomic research.,Won math competition at the provincial level..,My long-term goal is to become a leader in engineering and drive innovation in North_america.,True,False
STU_000057,south_korea,16,high_school,bachelors,vocational,Seoul High School,95.9,71.0,78.3,72.9,"[{""test_type"": ""ielts"", ""score"": 8.4, ""valid_until"": ""2026-03-01""}]",none,[],0,5,4,unknown,very_low,False,entrepreneurship,True,"[""canada"", ""usa"", ""indonesia""]","Growing up in south_korea, I witnessed firsthand the challenges in artificial intelligence and want to address them.",Achieved provincial level in business_studies olympiad..,I aspire to establish a program focused on artificial intelligence that benefits underrepresented communities.,True,False
STU_000058,australia,17,high_school,bachelors,science,General High School,96.8,59.3,67.7,55.1,"[{""test_type"": ""ielts"", ""score"": 6.7, ""valid_until"": ""2026-06-01""}]",none,[],2,2,0,excellence,middle,False,industry,True,"[""nigeria"", ""uk""]",I am passionate about medicine and aspire to make a significant contribution to climate change mitigation.,Led a team of 8 in a mathematics project.. Led a team of 13 in a astronomy project..,I want to bridge the gap between medicine and climate change mitigation through research and practice.,False,False
STU_000059,china,16,high_school,bachelors,science,Shanghai High School,92.7,89.0,42.4,76.6,"[{""test_type"": ""toefl"", ""score"": 48.4, ""valid_until"": ""2026-04-01""}]",none,[],3,2,1,accredited_c,upper_middle,False,academic,True,"[""sweden"", ""netherlands"", ""australia""]",My journey in education began during high school where I discovered my love for financial technology.,Served as secretary in student council.. Volunteered 193 hours for community service..,I want to bridge the gap between education and financial technology through research and practice.,True,False
STU_000060,france,17,high_school,bachelors,science,General High School,90.4,60.0,50.0,59.7,[],city,"[""economics""]",0,7,2,accredited_b,upper_middle,True,ngo_npo,True,"[""malaysia"", ""australia"", ""chile""]",I am passionate about education and aspire to make a significant contribution to renewable energy systems.,Served as secretary in student council.. Volunteered 146 hours for community service..,I want to bridge the gap between education and renewable energy systems through research and practice.,False,True
STU_000061,germany,16,high_school,bachelors,religion,General High School,61.5,58.2,66.3,87.6,"[{""test_type"": ""toefl"", ""score"": 87.5, ""valid_until"": ""2026-03-01""}]",none,[],2,5,3,accredited_b,middle,False,academic,True,"[""canada"", ""germany"", ""netherlands""]",I am passionate about economics and aspire to make a significant contribution to public health policy.,Served as vice president in student council..,My long-term goal is to become a leader in economics and drive innovation in Europe.,True,False
STU_000062,south_africa,16,high_school,bachelors,religion,General High School,77.6,93.4,83.6,88.4,[],city,"[""english_language"", ""linguistics""]",4,2,1,public_a,low,True,industry,True,"[""uk"", ""thailand"", ""argentina""]","As a dedicated student of religion, I have been actively involved in innovation.",Served as secretary in student council.. Won math competition at the provincial level..,"After completing my studies, I plan to return home and contribute to quantum computing in my community.",False,True
STU_000063,argentina,16,high_school,bachelors,social_studies,General High School,82.5,95.6,52.6,83.0,[],school,"[""geography"", ""astronomy""]",3,4,0,accredited_b,middle,False,industry,True,"[""thailand""]","Growing up in argentina, I witnessed firsthand the challenges in cybersecurity and want to address them.",Served as secretary in student council.. Achieved national level in linguistics olympiad..,I want to bridge the gap between education and cybersecurity through research and practice.,True,False
